28,9---6--2-6---1--43---2---1---4921---2---------9--7---8-28397-6--7----3------8-1-9,simple
28,--6-4-8-----8--2----4-2-91-38-1654---5------1----3--62--8-------6--5--3-9--682---,simple
28,--26-95-----5---8---48--2---4---17----8------6-----845----541--18-2--497-7--9----,simple
28,----6---2-9--146---5--2-9-----6-57--2-7-9-5343--4------2---------1---2655----73--,simple
28,-24---1---6--7----8---314679-68--2--2------3-3--4--8-----3-------1-4-7-------9342,simple
28,6--5---9----3----59--18--3-----63-4---2--8----459--2685----------6-4--2--1----356,simple
28,2-9318--58------1----9--37--5-7--1-6----2---7-3-5----2--6237---3--8--9---2-------,simple
28,1-58----4--4---2----26----8-1--3----64------9--8-29136---2-----9---6---3-----5642,simple
28,--4---6--7-39----4--61----9---6-----8----1--2----3-146-7---2-----9-8672114------8,simple
28,4----5-6-8-----4--9-1--6-8-6--42-153-1-3------85----2-----9-548-----4-----25---3-,simple
28,-----59--51---8-------72-1---7-8--21-6--1--8---8-----595-4-----7--851--9-4--69---,simple
28,5--39----3-------412----9---9--8-5-------5-3--5---219---643----48--6----9352---4-,simple
28,---5----2---6-4-9-9-57-----3----9-7--4---796--7----5--5-2-8------49752--8--2-3---,simple
28,57--6--------89--7----5-3----9--6-78--6----5--2---7--635-4------4--32---9--675-3-,simple
28,---6-94--4-87--------8---1--7------8-9---76-45----47----9478--18-1-3----3--1-5---,simple
28,----92-4------7--1-47--8---9---8-42--6--4--8-8-----7---3--61----713-------98741--,simple
28,-45--3------1-6-5------42----75---3-3-------41--3---65-24-8------87-2----1-435--2,simple
28,-64----9--5-1-9----1----8------5---1--9--2-5---5-4--69-82--7---7--8-1---5914----8,simple
28,--1-5--83--5----9--6--8---598---5--------97------13--879-4-----1--598-7--4--67---,simple
28,48-2--------8----3---79--4---9-2-47---2---8--5---4--2-1--35----83---1----9-4823--,simple
28,---------5--4-3-----8-2--17---3------5---9-4----7859-3-----74258-5-----9-476-23--,simple
28,-5--8--37-----------41-6---4--2---6------1------4572-167-8-91---45-----2---7--684,simple
28,-----------978----1----46-39-1-----238-45--7----3--489-9-2--8------7-------931-27,simple
28,-9--5--168-7--3------------351---28---8------2--3----79-471-8------35-2-1-----739,simple
28,--4-91---2--8--73-----------4---5-9----2741-5----1---------748979--68--14-2---5--,simple
28,--3-7--1-8--------267---8-3----------5---629-1-87--------6-73----2---7514-5-12--8,simple
28,8-3-4-----6-2--5-7-----------8------425---81-1----4--3---42-1--5-----4366-95-3-8-,simple
28,-9-1-5---4---2-83------------96--5-----943-16-----1------3--29594-----6-3-52-7--1,simple
28,8--61--------------2---75-4---5--817-5179--6-28----3-----85263-----6------83----1,simple
28,-28--1------------7--5--64--9--1--8---2------516---2-9-7368---2-6----178---1-59--,simple
28,---2---132-3--5-4--7--3-8-9-8--12--55-----27----4--3-------1--2-123-8--4--7------,simple
28,-----18-9-832---1-6-----4----49--27-8------43-1--48--642-38--6-----9-----3-----8-,simple
28,----674--7-14---8--2---3---1--7-----83-2---17--------6--35-8-6-4---2-7-3-7-31----,simple
28,----7--8636---27----4-----1-3----6---216-34-----8-------6---13-1----85-2-7-16--4-,simple
28,--6----8-54---93-----3---42--4---8-58----219--3-48---6-98-456---5----4------2----,simple
28,46-2--5------5--67--8----1--5--61--81--7--92---6---1-4-214-68---4----6-------7---,simple
28,-8--14--3--19--62-4-----1-7-----8-493------1--472--8------9-----7----4--12-74-3--,simple
28,-9-34-6--8----5-92--29-1-------26--8--5-9----21-8--4--4-95--12--------6-1--2-----,simple
28,-3-9-78------6--5---8----74-4-5--13-5-7--8--6----7-5-979--536--4-------------97--,simple
28,-----52-6-8------14-6-3--5-1---2--93-6----41---51-68-----2------1364--8---4----6-,simple
28,5--1-2-6-6-9---24--3-9--85-----2--98--5-6------6--9-1--------8348-3--1-----2--9--,simple
28,--8--42-9-5-6-81--1-49-7-------56------1--9---672--5--4----2--18------4-----61-9-,simple
28,----25------1----485-3----27-14-8---9----74-3-2-5-9--1--7--31------51-4---9----7-,simple
28,1--28---3--27--9-6-3759-------8-1---8-5-6---1----3---9-7-6--3-----3-8-9--2-----7-,simple
28,52-3-8-----71-6-5--6---2-93----153--2----9--56-----2------71------5---3--819---7-,simple
28,-9-5-3-6-6-87-2-----3--871--521---9-----95------6---7-3-------88----16------56--7,simple
28,-8531----6--74-5---4--8-2-3---5--3--71-2--6------76-------57-3---8-2---5--4----8-,simple
28,-8-92--7-2---6-31-6-734-------7---3-----98---49-1---8---2-----6----79--3--6-1-7--,simple
28,52-9-8---34--1-8---9-4--7-5-83----5------4-9--7---9--8-31------8-----5--7--23-1--,simple
28,98----7-3-1-7-5--8--4--92-1-----79---------42-32--45------7--298--9----51---8----,simple
28,6--7-5--8-7-61-42----8------4--2-----9-----8--5-47893-46--59-7--23------------3--,simple
28,----9------265-9---5--24-1781---------------8-273-6-5--3-----9--7---1----6-975-83,simple
28,-32-1--64--9------5-1--29------7--9--6--4----914-5--8775--24-1---------8---86----,simple
28,37--41-5-6-9--------------9-3-5-48--5--32--67---8-----4--758-911------8-7---6----,simple
28,----2----4---75-2---784-1-3------9--1-45-6--7-93--------57126-9--6-----2--13-----,simple
28,--4--75-8--------78--23--64----1----21-------4-38--95-5--19-7833------2-9--7-----,simple
28,1---68--9-----9----8-5-127-71-64-8---------3--23-------4----9---7-2------6-89734-,simple
28,18---57---7--------53-8--942-1-59--8---64-----------6---4-9--------2---7798-1--26,simple
28,---5------7-2-15--2--74--8678--13--26-9-------------9-8---6----1--825-393-------5,simple
28,-------5---683--727----596---941-536--3-----8--15---------4-----48------3-76--1-9,simple
28,---3----6----94---254--61-9----4------1--7-52-4--5-6816-----3-4-92-6---8---8-----,simple
28,128-4--96-----7--4---62---------3----164----34------72-9--5-8-1--28--349---2-----,simple
28,---2-3-------5-9--1429--3-7-----2-----76--41-2----17893-4--98------8-----9----2-5,simple
28,------8-6267-81--3----3--5--1-27---96--4132--------6--87--4-3---------4---3-65---,simple
28,--13--6722---5--34---1-----143-6-2-8---81---------9--6-6----9-14-86----7-----7---,simple
28,----8--6----4-7---719--624-2----3-91---7------7-1--625--6---87-----5----94-6---5-,simple
28,-47-------6-984-715------6---4-------3---189---8-4-2162-----------6---45--6-79-2-,simple
28,---7-3-------4--8-9178--53-8-----47--39--8-2-----2-----7---1852--56---91-----7---,simple
28,-----1-9-842-9-67----74------42--963-6--5--82---4------879---3------3---9-----14-,simple
28,--2-4-9877----34-6----2--------12------5----8264--8-716-1-8---9-8-----52---9-----,simple
28,-62-5----9-------5--1-3--69--3-9-5-7------4----6--21-----9---1-83---6----594736--,simple
28,9---8-26-4-2-3-----6-----3-2--4----98---6--73--------5-182----------69--6-3875--2,simple
28,76---5-----8---5--1----38-63----845--------2-6---7--1--39-6-------8----185-234-6-,simple
28,5-------6-346------9-2---45-4---39---2-5--6-8------1--7-2--4----568124------5--9-,simple
28,4-2-1----8---6--52-5-----1-6---5-13-2----48--------9--5-19362---76--2------5----8,simple
28,-2----9--7-4-9------1-5-27---74----1--5-2-8-9--------69-2586--753-7----------2-1-,simple
28,-24-8-----6--5-4-77-------8-4-2---6--5--7--83-------9------76--1-54------78539-4-,simple
28,-4------32---7--941-9-3----7---4-3-69----12--------5---87--9------4---2-4-35679--,simple
28,2----941-3-4--5----1-----5-4---3---2--------79----1-85---1--2---69-4----1-5798--4,simple
28,24----6----16------8-1-25-------8-1-61--2-7355-9-----2----3-----2--8---4-5-76-1--,simple
28,--7-8-9-4----3---6-----7----28--3----1-2--3-859-8---7-4---1-6--1--4---8786--2----,simple
28,-3-----4-61---8-7-------8----896---747--2---5----574-----73--5-3--1---2--872----1,simple
28,62-8---4-7-8--1---9--7--1-8----1---5--4-8-6-3-----4----9-3---84-3--9-5--58--7----,simple
28,-6---1-3881--3-----42--89--9--8---45---3----7----9------6--58-9-781-------56---7-,simple
28,------6--6--71--9-----3--4---249---8-57--6--99-8---4---93----8--2--69--1-1-3---2-,simple
28,--4-683---63-----87-92--6----------2----5--8--2--19-6-1----5-4-4--62-1--6-5----3-,simple
28,1---2-9-5-----1-------4-3----9-8---3--89--12--32-6-----8-6--2-4-572---1-26---4---,simple
28,---5--3----68-21----------68----59--15----7--9--61--8--9-1-3-7--71-----342--6--1-,simple
28,-3-56---9-96----5-18---4--6----7-5---------4---482-6--3---46--267----9--2--7--3--,simple
28,-----1--3-------4---48-7--958--4-9---2-3-96---69----3-7--1----291------62---947--,simple
28,-----7-8-1-794-----95-81--7-21-5---8---812---7---------------4-8---6--32-731-8---,simple
28,----7---91-2-697--76-2-5---6-3--19-----936----7--------9---83-4--------54-769----,simple
28,-----89--4-29-1-8-81-32----1-74---9--8----------197---------3---9-5--67-6-8-19---,simple
28,3-25-8----54-36--2----2--6--------8-6----9-17-2136-------673----73--4--62--------,simple
28,6-192-----285-61-------1-5-1-----------654----468--5--5--3--47--17-65----------9-,simple
28,1-423---------17--82--74--1--1------45--8---7---745---91-4-7---------3----7-6-9-5,simple
28,9-72-3-5------5--253-87-----5-------3-69---2----326---1-5-32-----------8-2-4---61,simple
28,8-7-51------7---9--538-9--7-68--3--9---698---7---------7298----9----4-26-------1-,simple
28,-936-28--6-8-97------8----2-16--32--8-----------126----8426----2----51-4--------7,simple
28,-72---3-6---4---2-6-5--247-2-9----47---3------4-9-18--1-7--45---2-------------714,simple
28,8-----97----4-2-65-----9-8---59-----476-1---39-----5----9---7-4-------2-13-726-5-,simple
28,839--7--1--4-2-----2----4----684-------6---4----3-295--4--89---7-12--835---5-----,simple
28,---69-4-71-----25-----5-1---7-5-----5------7-642--8--38-32497---5-----26------9--,simple
28,-4------75986--3----7--4----1-----54----2978-----4--1---4---9-536-285-7--------2-,simple
28,-----5-8-----9634-5--8-1---8--9-----316-7---2--9---8--27---9164-----4-----813----,simple
28,962--5--7--8----1--1--8------3---98----42-6-1---8--3--------4---8-----927-56941--,simple
28,----5978------61---1----4-67543---2-8---6-----6------8------9--6------54-329478--,simple
28,-4-----32---6-918------2-4-57-398-1--------9---2---6-3368-7-5---2------1--12-----,simple
28,---5----88------59---6-14-2129-3-7---4---5---5------4-3-7269--4--------6-5----19-,simple
28,----8-49-4------8-32-----61----4-1----7629--5-4-1------------3-693-75-1----4--9-2,simple
28,9----8--47--------5---7-139--9---4-3---1----8-1---7--6----836------598-7-2-6-4--5,simple
28,-9-----3------6-48--2-9--5-2--1--469---2-------36---8--58-7--1-1-6----233-4-----5,simple
28,---3----2--3--1--85------46-9--1-635-1--------5---2--4----26-8-----95-21--78-4--9,simple
28,7----21561--8--4--2-----------6-8-3----1-728--9-43-7----1---64-----5-8---5-2--3--,simple
28,-9--------7-2---4--6-713--9--71-2---3--5---9----4--3-------5-14---9-4-768--6--52-,simple
28,-7-6412---2--------1---5--3----9-3-6----327-1--8--7-951---56-----4--9--2-----3-4-,simple
28,---1--8---2----46---1--73--2----86--5---7-2147----------93-65------5278-----84-3-,simple
28,-4----91-8--2---6------8-7---3-2-841--47---9---2---------43-72-5--9-6-3----17-6--,simple
28,-7--1--2-----3-7----854----8---5--3-9--784--22-----------32--89---1---43-6--9-15-,simple
28,6--------8---2---51----6348-8----5-4---3----2--3-6---9----429------812-6--795---1,simple
28,-----3------5---1-9-5-8------7-9---21--4-----4---2-651-4---61----1--94-363---4-29,simple
28,8--7----2--5946--7--9---5--6-2-----3-------1------96---142-7-5--5--9--4-9--15--2-,simple
28,-----1--41-69---------3------4--8---7--6--2----82--451-35-8-6-2-8--5--4-4---6-38-,simple
28,----8--2---------312----5--8------4--9-7--1--4--8267--6-317---4--4--8--6-8-3-4--1,simple
28,-----6-4---------243----1---6-----7--7-6948--5--8--3---923-8--76--27---3--7-6---9,simple
28,-1-----7---3------5--91----2--8--7169---4-2---8-7-------86-392---9-7-3-8--6--8--7,simple
28,---2----------43---49-8------3--7----6--9---1--7-1-4537--5---3--3-9---722-57--1-9,simple
28,-----5-------2---128-7-------6--9-1--95--68-41----856--6-4--192-1--6----3--8--4--,simple
28,-----7---14-9---------4---63--2--8646---3-----5-1---2---3--86---6---137-8-7--3-12,simple
28,----5-----43--6------4----7--79------1---38----9--8724-7--3-59-9---2--7-5-2-9-3-8,simple
28,--1-945----8-53-1-7--1-------9--74-2--7--6---62---1----5-2-8----76------91--6--4-,simple
28,--3--14-9--1--5---95---7-----2-68-7--1-7-------7-346--73--5--4-6--9-2---1-5------,simple
28,73-----5---9-13-6---6----7---45--28---5-2-91-6-------595-1--7---2-----43-67------,simple
28,--1-2-74---2-6----64--5------5-713----9-83--52--5------26-------3-49----15---6--7,simple
28,4---8-----82-7----1---4-29---526-----17--8--98-4-------4-7-----7---91-5-6---35--7,simple
